weights,guid,vuid,word,topic
-0.0985516737285,4,474,you,comp.sys.ibm.pc.hardware
-0.166769143786,4,51,but,comp.sys.ibm.pc.hardware
2.62429691403,5,29,the,comp.sys.mac.hardware
1.7696923752,5,33,to,comp.sys.mac.hardware
1.24498082805,5,60,is,comp.sys.mac.hardware
1.20547543421,5,23,and,comp.sys.mac.hardware
1.15724572792,5,12,of,comp.sys.mac.hardware
1.05517688964,5,30,in,comp.sys.mac.hardware
0.881368459481,5,42,it,comp.sys.mac.hardware
0.766864756457,5,233,that,comp.sys.mac.hardware
0.719258324564,5,81,for,comp.sys.mac.hardware
0.469440407603,5,52,with,comp.sys.mac.hardware
0.425726293248,5,922,have,comp.sys.mac.hardware
0.303876758372,5,48,on,comp.sys.mac.hardware
0.240318056204,5,251,this,comp.sys.mac.hardware
0.0381328696954,5,473,if,comp.sys.mac.hardware
0.0311983708559,5,51,but,comp.sys.mac.hardware
0.0103987072209,5,144,be,comp.sys.mac.hardware
-0.0381328696954,5,775,edu,comp.sys.mac.hardware
-0.0589425356334,5,474,you,comp.sys.mac.hardware
-0.0728224597,5,722,not,comp.sys.mac.hardware
-0.149323639079,5,72,can,comp.sys.mac.hardware
2.01299644227,6,29,the,comp.windows.x
1.8747190482,6,33,to,comp.windows.x
1.1671322351,6,23,and,comp.windows.x
1.1671322351,6,30,in,comp.windows.x
1.13028914532,6,12,of,comp.windows.x
0.881199412063,6,60,is,comp.windows.x
0.67050470381,6,81,for,comp.windows.x
0.60353502187,6,42,it,comp.windows.x
0.451985123743,6,251,this,comp.windows.x
0.367724780125,6,233,that,comp.windows.x
0.243622082658,6,48,on,comp.windows.x
0.141650517063,6,922,have,comp.windows.x
0.053885088495,6,52,with,comp.windows.x
0.0404095383379,6,144,be,comp.windows.x
0.0134682170509,6,72,can,comp.windows.x
0.0,6,139,an,comp.windows.x
-0.107848521206,6,473,if,comp.windows.x
-0.114603382739,6,122,or,comp.windows.x
-0.128121099896,6,51,but,comp.windows.x
-0.195910400856,6,474,you,comp.windows.x
1.36291391248,7,81,for,misc.forsale
0.865301619998,7,29,the,misc.forsale
0.690579785055,7,23,and,misc.forsale
0.629593396085,7,33,to,misc.forsale
0.474457979595,7,30,in,misc.forsale
0.137201121513,7,12,of,misc.forsale
-0.0273989741881,7,122,or,misc.forsale
-0.137201121513,7,52,with,misc.forsale
-0.14408436966,7,474,you,misc.forsale
-0.164755233076,7,922,have,misc.forsale
-0.199287090952,7,60,is,misc.forsale
-0.29667763536,7,775,edu,misc.forsale
-0.317714359551,7,473,if,misc.forsale
-0.3670808651,7,42,it,misc.forsale
-0.424050346412,7,8107,sale,misc.forsale
-0.518138270612,7,27,are,misc.forsale
-0.592051063689,7,850,me,misc.forsale
-0.65232518604,7,297,at,misc.forsale
-0.682890680393,7,251,this,misc.forsale
-0.744972248425,7,235,all,misc.forsale
3.12500460926,8,29,the,rec.autos
1.78979676006,8,33,to,rec.autos
1.69681154264,8,30,in,rec.autos
1.53840213932,8,23,and,rec.autos
1.3633048429,8,12,of,rec.autos
1.05860695405,8,42,it,rec.autos
1.03236290313,8,60,is,rec.autos
0.897510837223,8,233,that,rec.autos
0.754390805801,8,81,for,rec.autos
0.60353502187,8,474,you,rec.autos
0.566898176955,8,48,on,rec.autos
0.537854296154,8,922,have,rec.autos
0.202711512497,8,144,be,rec.autos
0.202711512497,8,778,writes,rec.autos
0.182321556794,8,27,are,rec.autos
0.148420005118,8,1120,car,rec.autos
0.13488426769,8,995,my,rec.autos
0.121360857004,8,52,with,rec.autos
0.114603382739,8,722,not,rec.autos
0.0673655318276,8,122,or,rec.autos
2.97658460414,9,29,the,rec.motorcycles
1.89711998489,9,33,to,rec.motorcycles
1.8824560307,9,30,in,rec.motorcycles
1.56982877434,9,23,and,rec.motorcycles
1.31067100756,9,12,of,rec.motorcycles
1.06763636077,9,42,it,rec.motorcycles
0.882586205123,9,60,is,rec.motorcycles
0.803091767883,9,81,for,rec.motorcycles
0.803091767883,9,48,on,rec.motorcycles
0.673146513853,9,233,that,rec.motorcycles
0.555676189931,9,474,you,rec.motorcycles
0.477074640486,9,778,writes,rec.motorcycles
0.269172045681,9,770,article,rec.motorcycles
0.241976499647,9,995,my,rec.motorcycles
0.221638660135,9,52,with,rec.motorcycles
0.160881225556,9,16628,dod,rec.motorcycles
0.0870113769896,9,251,this,rec.motorcycles
0.0468312996841,9,80,com,rec.motorcycles
0.0,9,922,have,rec.motorcycles
-0.0267574491695,9,51,but,rec.motorcycles
2.6590035938,10,29,the,rec.sport.baseball
1.7531446331,10,30,in,rec.sport.baseball
1.38839299778,10,33,to,rec.sport.baseball
1.12564096106,10,23,and,rec.sport.baseball
1.01102899288,10,12,of,rec.sport.baseball
0.759329087441,10,233,that,rec.sport.baseball
0.728593929556,10,60,is,rec.sport.baseball
0.535961597038,10,81,for,rec.sport.baseball
0.485846626559,10,775,edu,rec.sport.baseball
0.373406613593,10,42,it,rec.sport.baseball
0.249610124502,10,778,writes,rec.sport.baseball
0.249610124502,10,251,this,rec.sport.baseball
0.174941449496,10,922,have,rec.sport.baseball
0.141173596598,10,48,on,rec.sport.baseball
0.127689992056,10,144,be,rec.sport.baseball
0.0805804866593,10,51,but,rec.sport.baseball
-0.0268472500362,10,52,with,rec.sport.baseball
-0.0335601964923,10,770,article,rec.sport.baseball
-0.100756292897,10,301,he,rec.sport.baseball
-0.100756292897,10,297,at,rec.sport.baseball
2.69391569017,11,29,the,rec.sport.hockey
1.69591151044,11,30,in,rec.sport.hockey
1.6458791916,11,33,to,rec.sport.hockey
1.35533213552,11,23,and,rec.sport.hockey
1.26566637333,11,12,of,rec.sport.hockey
0.831474745448,11,81,for,rec.sport.hockey
0.792338976106,11,60,is,rec.sport.hockey
0.715732833209,11,233,that,rec.sport.hockey
0.539373503565,11,42,it,rec.sport.hockey
0.461345566503,11,48,on,rec.sport.hockey
0.227644684195,11,251,this,rec.sport.hockey
0.214147988406,11,922,have,rec.sport.hockey
0.187211542088,11,778,writes,rec.sport.hockey
0.187211542088,11,144,be,rec.sport.hockey
0.126836433451,11,474,you,rec.sport.hockey
0.0266682470822,11,52,with,rec.sport.hockey
0.0266682470822,11,51,but,rec.sport.hockey
0.00666669135819,11,644,was,rec.sport.hockey
-0.0400053346137,11,160,they,rec.sport.hockey
-0.0733662240668,11,27,are,rec.sport.hockey
4.07073469658,12,29,the,sci.crypt
3.17108516103,12,33,to,sci.crypt
2.68677280265,12,12,of,sci.crypt
1.95360249468,12,30,in,sci.crypt
1.89326641557,12,23,and,sci.crypt
1.8075078262,12,233,that,sci.crypt
1.65025990695,12,42,it,sci.crypt
1.5775627039,12,60,is,sci.crypt
1.23772509113,12,81,for,sci.crypt
1.16227014044,12,251,this,sci.crypt
1.07194404159,12,144,be,sci.crypt
0.638270570334,12,48,on,sci.crypt
0.608729838747,12,473,if,sci.crypt
0.557638851542,12,27,are,sci.crypt
0.543173457632,12,474,you,sci.crypt
0.528763324453,12,722,not,sci.crypt
0.464554024478,12,52,with,sci.crypt
0.457479643061,12,778,writes,sci.crypt
0.422272226425,12,122,or,sci.crypt
0.39429180751,12,72,can,sci.crypt
2.45247137403,13,29,the,sci.electronics
1.87277541299,13,33,to,sci.electronics
1.58335819965,13,12,of,sci.electronics
1.49073702449,13,23,and,sci.electronics
1.33032120284,13,30,in,sci.electronics
1.05633680552,13,60,is,sci.electronics
0.919834740309,13,81,for,sci.electronics
0.690618734207,13,42,it,sci.electronics
0.571560190061,13,233,that,sci.electronics
0.364871711143,13,48,on,sci.electronics
0.274905485873,13,922,have,sci.electronics
0.268035075068,13,251,this,sci.electronics
0.247460858965,13,474,you,sci.electronics
0.165639056834,13,144,be,sci.electronics
0.13850090816,13,122,or,sci.electronics
0.104648518476,13,27,are,sci.electronics
0.0708559367673,13,52,with,sci.electronics
0.0573512964715,13,51,but,sci.electronics
0.0371037502034,13,473,if,sci.electronics
-0.0641028861928,13,72,can,sci.electronics
2.90283852666,14,29,the,sci.med
2.52935841236,14,33,to,sci.med
2.39059597032,14,12,of,sci.med
2.17139288272,14,23,and,sci.med
2.06629581247,14,30,in,sci.med
2.01680597069,14,60,is,sci.med
1.48572825811,14,42,it,sci.med
1.44174566566,14,233,that,sci.med
0.81396144012,14,81,for,sci.med
0.728593929556,14,251,this,sci.med
0.557638851542,14,722,not,sci.med
0.543173457632,14,144,be,sci.med
0.422272226425,14,922,have,sci.med
0.338773733609,14,51,but,sci.med
0.331871883482,14,27,are,sci.med
0.3180914779,14,52,with,sci.med
0.3180914779,14,778,writes,sci.med
0.256429528948,14,122,or,sci.med
0.222388549391,14,775,edu,sci.med
0.215596345679,14,48,on,sci.med
2.97129824822,15,29,the,sci.space
2.08133368983,15,33,to,sci.space
2.04769284337,15,30,in,sci.space
1.86214026599,15,12,of,sci.space
1.4725547054,15,23,and,sci.space
1.17865499634,15,60,is,sci.space
1.13251384034,15,233,that,sci.space
1.00873804113,15,42,it,sci.space
0.78015855755,15,81,for,sci.space
0.598784419112,15,144,be,sci.space
0.598784419112,15,48,on,sci.space
0.363617998173,15,251,this,sci.space
0.294548210265,15,778,writes,sci.space
0.192186001765,15,775,edu,sci.space
0.151549898127,15,474,you,sci.space
0.131280660187,15,51,but,sci.space
0.111038316575,15,922,have,sci.space
0.0773494660779,15,722,not,sci.space
0.0100841190666,15,297,at,sci.space
0.0033613477027,15,770,article,sci.space
3.27026002421,16,29,the,soc.religion.christian
2.84561385725,16,33,to,soc.religion.christian
2.75330679269,16,12,of,soc.religion.christian
2.46701708504,16,30,in,soc.religion.christian
2.3359833734,16,23,and,soc.religion.christian
1.93266492231,16,233,that,soc.religion.christian
1.91768626247,16,60,is,soc.religion.christian
1.45206567469,16,42,it,soc.religion.christian
1.10973587389,16,722,not,soc.religion.christian
1.09196774595,16,144,be,soc.religion.christian
1.0831423669,16,251,this,soc.religion.christian
1.02240567986,16,81,for,soc.religion.christian
0.946773748599,16,922,have,soc.religion.christian
0.841757680012,16,51,but,soc.religion.christian
0.825995279683,16,388,as,soc.religion.christian
0.794757356971,16,27,are,soc.religion.christian
0.673246026243,16,473,if,soc.religion.christian
0.651009596112,16,474,you,soc.religion.christian
0.592448678008,16,52,with,soc.religion.christian
0.585199341337,16,48,on,soc.religion.christian
3.7154464815,17,29,the,talk.politics.guns
2.77843099786,17,12,of,talk.politics.guns
2.68297656355,17,33,to,talk.politics.guns
2.53963154948,17,30,in,talk.politics.guns
2.15135412327,17,23,and,talk.politics.guns
1.82412475373,17,233,that,talk.politics.guns
1.33453927961,17,60,is,talk.politics.guns
1.30161127389,17,42,it,talk.politics.guns
1.23754909986,17,81,for,talk.politics.guns
0.936857009456,17,474,you,talk.politics.guns
0.900984310591,17,251,this,talk.politics.guns
0.883250877796,17,144,be,talk.politics.guns
0.856892351781,17,922,have,talk.politics.guns
0.745718067569,17,48,on,talk.politics.guns
0.679467076656,17,27,are,talk.politics.guns
0.66313128462,17,473,if,talk.politics.guns
0.646880425658,17,722,not,talk.politics.guns
0.566804891508,17,778,writes,talk.politics.guns
0.543133866999,17,388,as,talk.politics.guns
0.53527671963,17,160,they,talk.politics.guns
2.71941395975,18,29,the,talk.politics.mideast
2.52382206604,18,12,of,talk.politics.mideast
2.3562225764,18,30,in,talk.politics.mideast
2.3562225764,18,33,to,talk.politics.mideast
2.04221883119,18,23,and,talk.politics.mideast
1.71943880765,18,233,that,talk.politics.mideast
1.60098120242,18,60,is,talk.politics.mideast
1.1414759931,18,42,it,talk.politics.mideast
1.00198545298,18,81,for,talk.politics.mideast
0.879476758751,18,722,not,talk.politics.mideast
0.803921586062,18,474,you,talk.politics.mideast
0.779221789331,18,27,are,talk.politics.mideast
0.762880518575,18,778,writes,talk.politics.mideast
0.714424579007,18,104,by,talk.politics.mideast
0.682565071229,18,388,as,talk.politics.mideast
0.666760425387,18,48,on,talk.politics.mideast
0.61205702333,18,251,this,talk.politics.mideast
0.558227862661,18,144,be,talk.politics.mideast
0.550603595223,18,922,have,talk.politics.mideast
0.467707416985,18,16,from,talk.politics.mideast
3.21442147452,19,29,the,talk.politics.misc
2.6073086313,19,30,in,talk.politics.misc
2.3932223671,19,12,of,talk.politics.misc
2.31206383695,19,33,to,talk.politics.misc
1.85580183556,19,23,and,talk.politics.misc
1.71620588786,19,233,that,talk.politics.misc
1.41606651945,19,60,is,talk.politics.misc
1.34915481417,19,42,it,talk.politics.misc
1.16258758816,19,778,writes,talk.politics.misc
1.08151785531,19,81,for,talk.politics.misc
1.07020128684,19,474,you,talk.politics.misc
0.960270525991,19,251,this,talk.politics.misc
0.938933208624,19,722,not,talk.politics.misc
0.917793361759,19,27,are,talk.politics.misc
0.896843596939,19,770,article,talk.politics.misc
0.69636779526,19,922,have,talk.politics.misc
0.657943545367,19,144,be,talk.politics.misc
0.629431366174,19,48,on,talk.politics.misc
0.426971313329,19,52,with,talk.politics.misc
0.400103164967,19,388,as,talk.politics.misc
3.18635263316,20,29,the,talk.religion.misc
2.25129179861,20,12,of,talk.religion.misc
2.19135945788,20,30,in,talk.religion.misc
2.16243846125,20,33,to,talk.religion.misc
1.97649357243,20,60,is,talk.religion.misc
1.90423745265,20,23,and,talk.religion.misc
1.5170645923,20,233,that,talk.religion.misc
1.00889698935,20,42,it,talk.religion.misc
0.942362972184,20,722,not,talk.religion.misc
0.76546784214,20,474,you,talk.religion.misc
0.657640492103,20,778,writes,talk.religion.misc
0.622529613346,20,922,have,talk.religion.misc
0.610909082323,20,81,for,talk.religion.misc
0.599328425342,20,27,are,talk.religion.misc
0.530628251062,20,251,this,talk.religion.misc
0.519300250757,20,144,be,talk.religion.misc
0.463130749958,20,48,on,talk.religion.misc
0.363746654541,20,52,with,talk.religion.misc
0.352821374623,20,51,but,talk.religion.misc
0.331032513325,20,770,article,talk.religion.misc
